For learning rate: 0.001
____________________________________________________________
Epoch No 	 Accuracy
1	0.810592774465
2	0.836197825324
3	0.841459137145
4	0.831638021747
5	0.825324447562
6	0.82216766047
7	0.8144510698
8	0.81971238162
9	0.816555594528
10	0.822869168713
11	0.800070150824
12	0.794107330761
13	0.809891266222
14	0.815854086286
15	0.817958611014
16	0.811294282708
17	0.815854086286
18	0.825675201684
19	0.836899333567
20	0.847421957208
21	0.869168712732
22	0.888810943529
23	0.896527534199
24	0.907751666082
25	0.914065240267
26	0.924237109786
27	0.920378814451
28	0.922483339179
29	0.927393896878
30	0.927744651
Maximum for this learning rate: 0.927744651


For learning rate: 0.003
____________________________________________________________
Epoch No 	 Accuracy
1	0.834794808839
2	0.835847071203
3	0.842160645388
4	0.823921431077
5	0.828831988776
6	0.868116450368
7	0.915819010873
8	0.928095405121
9	0.938968782883
10	0.938618028762
11	0.940021045247
12	0.940021045247
13	0.943528586461
14	0.938618028762
15	0.944580848825
16	0.939670291126
17	0.938968782883
18	0.940371799369
19	0.941073307611
20	0.939319537005
21	0.94317783234
22	0.94317783234
23	0.94317783234
24	0.940371799369
25	0.945633111189
26	0.942125569975
27	0.946685373553
28	0.94317783234
29	0.938618028762
30	0.940021045247
Maximum for this learning rate: 0.946685373553


For learning rate: 0.01
____________________________________________________________
Epoch No 	 Accuracy
1	0.813398807436
2	0.924587863907
3	0.942476324097
4	0.94072255349
5	0.94843914416
6	0.947386881796
7	0.947386881796
8	0.947737635917
9	0.952297439495
10	0.952648193616
11	0.952998947738
12	0.95370045598
13	0.954752718344
14	0.95615573483
15	0.956857243073
16	0.957207997194
17	0.957207997194
18	0.957207997194
19	0.955454226587
20	0.95615573483
21	0.955454226587
22	0.957207997194
23	0.957558751315
24	0.958260259558
25	0.954752718344
26	0.955804980709
27	0.956857243073
28	0.956857243073
29	0.957207997194
30	0.956857243073
Maximum for this learning rate: 0.958260259558


For learning rate: 0.1
____________________________________________________________
Epoch No 	 Accuracy
1	0.939670291126
2	0.940021045247
3	0.942827078218
4	0.948789898281
5	0.952297439495
6	0.951946685374
7	0.953349701859
8	0.950894423009
9	0.950894423009
10	0.951245177131
11	0.950894423009
12	0.952998947738
13	0.952648193616
14	0.948789898281
15	0.944230094704
16	0.94072255349
17	0.948789898281
18	0.952998947738
19	0.931953700456
20	0.930550683971
21	0.934058225184
22	0.919326552087
23	0.943528586461
24	0.943528586461
25	0.943879340582
26	0.946685373553
27	0.937215012276
28	0.94317783234
29	0.942476324097
30	0.942125569975
Maximum for this learning rate: 0.953349701859


